car_id,listed_date,city,brand,model,year,mileage_km,fuel_type,transmission,engine_l,owners_count,accident_history,condition,color,seller_type,service_records,warranty_months,price_sar
CR-70576,2026-05-16,Riyadh,Hyundai,Elantra,2023,50623.0,Petrol,Automatic,1.6,1,0,Good,White,Private,1,0,54500
CR-70577,2026-06-11,Abha,Mercedes-Benz,E-Class,2025,39414.0,Petrol,Automatic,3.0,1,0,Good,Silver,Private,1,6,258100
CR-70578,2026-04-21,Dammam,Chevrolet,Malibu,2014,238600.0,Petrol,Automatic,2.0,2,1,Excellent,Black,Dealer,1,0,18000
CR-70579,2026-06-15,Khobar,Honda,Accord,2025,31354.0,Hybrid,Automatic,1.5,1,0,Good,White,Auction,1,12,103600
CR-70580,2026-04-17,Abha,Ford,Explorer,2022,80240.0,Petrol,Automatic,3.0,2,0,Good,Silver,Dealer,1,6,137100
CR-70581,2026-07-08,Riyadh,Toyota,Corolla,2022,100219.0,Hybrid,Automatic,2.0,2,0,Good,Black,Dealer,0,6,61100
CR-70582,2026-04-17,Jeddah,Honda,Accord,2025,30251.0,Hybrid,Automatic,2.0,1,0,Excellent,Silver,Dealer,1,12,131500
CR-70583,2026-07-15,Madinah,GMC,Yukon,2012,237136.0,Petrol,Automatic,5.3,1,0,Good,Gray,Dealer,0,0,61400
CR-70584,2026-07-01,Madinah,Nissan,Patrol,2012,238701.0,Petrol,Automatic,4.0,3,0,Fair,Gray,Dealer,0,0,49500
CR-70585,2026-05-22,Jeddah,Honda,Civic,2024,41773.0,Petrol,Automatic,2.0,1,0,Excellent,Silver,Private,1,12,75800
CR-70586,2026-07-01,Riyadh,Chevrolet,Tahoe,2013,229534.0,Petrol,Manual,5.3,1,0,Good,Black,Dealer,1,24,69400
CR-70587,2026-05-26,Khobar,Honda,Accord,2024,58754.0,Petrol,Automatic,2.0,2,1,Good,Gray,Private,1,0,66700
CR-70588,2026-05-04,Jeddah,Hyundai,Elantra,2012,265286.0,Petrol,Automatic,2.0,1,0,Fair,White,Dealer,1,0,18000
CR-70589,2026-07-18,Abha,Hyundai,Sonata,2023,75428.0,Petrol,Automatic,2.0,1,1,Excellent,Gray,Dealer,1,0,62000
CR-70590,2026-06-19,Madinah,GMC,Yukon,2013,240606.0,Petrol,Automatic,6.2,1,0,Good,Blue,Auction,1,24,58200
CR-70591,2026-04-18,Dammam,Honda,Civic,2012,261143.0,Petrol,Automatic,2.0,1,0,Good,Gray,Dealer,1,0,18000
CR-70592,2026-04-23,Makkah,GMC,Yukon,2014,,Petrol,Automatic,6.2,1,0,Excellent,Black,Private,1,0,72900
CR-70593,2026-06-20,Dammam,Hyundai,Elantra,2022,70525.0,Petrol,Automatic,2.0,1,0,Good,Gray,Dealer,1,0,52900
CR-70594,2026-05-04,Makkah,Ford,Explorer,2021,108584.0,Petrol,Automatic,3.0,1,0,Good,Silver,Private,1,0,115700
CR-70595,2026-06-18,Makkah,Kia,Cerato,2020,122291.0,Hybrid,Automatic,1.6,1,0,Good,White,Dealer,0,6,43500
CR-70596,2026-07-13,Makkah,BMW,5 Series,2017,155654.0,Petrol,Automatic,2.0,1,1,Good,Black,Dealer,1,6,91900
CR-70597,2026-07-13,Jeddah,Honda,Accord,2018,151918.0,Petrol,Automatic,2.0,2,0,Excellent,White,Private,1,12,49400
CR-70598,2026-06-10,Riyadh,Kia,Sportage,2019,146765.0,Petrol,Automatic,2.5,3,0,Fair,White,Dealer,1,0,43800
CR-70599,2026-06-13,Riyadh,Mazda,CX-5,2022,71261.0,Petrol,Automatic,2.5,1,0,Excellent,Silver,Private,1,0,83800
CR-70600,2026-04-29,Dammam,Honda,Civic,2012,234829.0,Petrol,Automatic,2.0,1,1,Good,White,Auction,1,12,18000
CR-70601,2026-06-11,Abha,Toyota,Land Cruiser,2014,195095.0,Petrol,Automatic,4.0,1,0,Good,Gray,Auction,0,12,83700
CR-70602,2026-06-06,Dammam,Hyundai,Tucson,2016,,Hybrid,Automatic,2.5,2,0,Fair,White,Private,1,0,34800
CR-70603,2026-06-12,Jeddah,Hyundai,Sonata,2017,171291.0,Petrol,Automatic,2.5,3,0,Good,Silver,Dealer,0,0,31900
CR-70604,2026-05-21,Tabuk,Toyota,Hilux,2017,162302.0,Petrol,Automatic,2.8,1,0,Good,Gray,Dealer,1,12,52700
CR-70605,2026-06-29,Makkah,Chevrolet,Tahoe,2012,268021.0,Diesel,Automatic,5.3,2,0,Excellent,Blue,Dealer,1,0,56500
CR-70606,2026-05-27,Makkah,Toyota,Corolla,2015,207788.0,Petrol,Automatic,1.8,2,1,Good,Black,Private,0,0,18600
CR-70607,2026-04-30,Abha,Toyota,Hilux,2012,258024.0,Petrol,Automatic,2.4,2,0,Excellent,White,Dealer,1,0,28500
CR-70608,2026-07-13,Khobar,Kia,Sportage,2024,55742.0,Hybrid,Automatic,1.6,1,0,Fair,Red,Private,0,6,79800
CR-70609,2026-04-15,Tabuk,Hyundai,Elantra,2014,216388.0,Petrol,Automatic,2.0,1,0,Fair,White,Private,0,0,18000
CR-70610,2026-05-02,Makkah,Kia,Cerato,2012,275148.0,Petrol,Automatic,2.0,3,0,Good,Silver,Auction,1,12,18000
CR-70611,2026-05-26,Tabuk,Ford,Explorer,2019,131400.0,Petrol,Automatic,2.3,2,0,Good,Silver,Private,0,0,84200
CR-70612,2026-06-06,Khobar,Honda,Accord,2022,72591.0,Hybrid,Automatic,1.5,3,0,Excellent,White,Private,0,12,73500
CR-70613,2026-04-19,Tabuk,Toyota,Land Cruiser,2013,275724.0,Petrol,Automatic,4.0,1,0,Excellent,Black,Dealer,1,12,82300
CR-70614,2026-04-09,Riyadh,Chevrolet,Malibu,2017,165619.0,Petrol,Automatic,1.5,1,0,Good,White,Private,0,24,28300
CR-70615,2026-06-07,Tabuk,Hyundai,Sonata,2017,175615.0,Petrol,Automatic,2.0,2,0,Good,Silver,Private,0,0,28100
CR-70616,2026-06-08,Madinah,Honda,Civic,2022,93481.0,Petrol,Automatic,1.5,2,0,Excellent,Silver,Private,1,0,49500
CR-70617,2026-05-09,Riyadh,Kia,Sportage,2021,106388.0,Hybrid,Automatic,2.5,2,0,Excellent,Black,Private,1,12,68500
CR-70618,2026-06-18,Tabuk,Nissan,Altima,2020,128791.0,Petrol,Automatic,2.0,1,0,Fair,Blue,Auction,1,6,34400
CR-70619,2026-08-01,Khobar,Kia,Cerato,2023,44973.0,Petrol,Automatic,2.0,1,0,Excellent,Black,Private,1,6,62800
CR-70620,2026-08-01,Madinah,Ford,Explorer,2013,240316.0,Petrol,Automatic,2.3,2,0,Good,Black,Private,1,6,38200
CR-70621,2026-06-25,Makkah,Hyundai,Elantra,2013,256948.0,Petrol,Automatic,1.6,2,0,Good,White,Private,1,6,18000
CR-70622,2026-07-03,,Chevrolet,Malibu,2018,148828.0,Petrol,Automatic,1.5,1,0,Good,Black,Private,0,0,32600
CR-70623,2026-06-03,Dammam,Toyota,Camry,2024,37388.0,Hybrid,Manual,2.0,2,0,Good,Black,Dealer,0,0,109000
CR-70624,2026-07-14,Tabuk,Toyota,Camry,2012,,Hybrid,Automatic,2.5,2,1,Good,Gray,Dealer,0,24,21200
CR-70625,2026-04-26,Jeddah,Kia,Sportage,2019,146040.0,Petrol,Automatic,2.5,2,0,Excellent,Black,Dealer,1,0,51100
CR-70626,2026-04-28,Madinah,Chevrolet,Malibu,2024,47084.0,Petrol,Automatic,2.0,2,0,Excellent,Black,Private,0,0,59000
CR-70627,2026-05-23,Tabuk,Nissan,Patrol,2019,150726.0,Petrol,Automatic,5.6,3,0,Good,Silver,Private,1,0,129000
CR-70628,2026-05-27,Riyadh,Chevrolet,Tahoe,2024,51007.0,Petrol,Automatic,5.3,2,0,Excellent,White,Dealer,1,6,268100
CR-70629,2026-06-01,Madinah,Toyota,Camry,2020,122073.0,Diesel,Automatic,2.5,2,0,Good,White,Dealer,0,0,60000
CR-70630,2026-07-14,Jeddah,Kia,Sportage,2014,230961.0,Petrol,Automatic,2.0,3,0,Good,Gray,Private,1,0,23800
CR-70631,2026-07-04,Jeddah,Mazda,CX-5,2013,,Petrol,Automatic,2.5,1,0,Excellent,White,Private,1,0,24900
CR-70632,2026-07-02,Riyadh,Mazda,CX-5,2018,137236.0,Petrol,Automatic,2.0,1,0,Good,Brown,Dealer,0,12,54200
CR-70633,2026-04-04,Makkah,Toyota,Hilux,2021,77000.0,Petrol,Automatic,2.8,1,0,Good,White,Auction,0,6,73700
CR-70634,2026-07-27,Riyadh,Kia,Cerato,2016,195975.0,Petrol,Automatic,,3,0,Excellent,White,Private,1,0,22000
CR-70635,2026-05-31,Madinah,Honda,Civic,2014,226154.0,Hybrid,Automatic,2.0,4,0,Fair,Blue,Private,1,6,18000
CR-70636,2026-07-31,Tabuk,Chevrolet,Malibu,2012,247138.0,Petrol,Manual,1.5,1,1,Excellent,,Dealer,1,6,18000
CR-70637,2026-04-11,Abha,Ford,Explorer,2018,156236.0,Petrol,Automatic,3.0,1,0,Excellent,Silver,Dealer,1,0,91900
CR-70638,2026-04-14,Abha,Chevrolet,Tahoe,2013,241436.0,Petrol,Manual,6.2,2,0,Excellent,Red,Private,0,0,56800
CR-70639,2026-04-17,Jeddah,Hyundai,Sonata,2013,,Petrol,Automatic,2.5,3,0,Good,Black,Private,1,24,18000
CR-70640,2026-07-03,Khobar,Hyundai,Elantra,2019,124430.0,Petrol,Manual,2.0,1,0,Good,White,Dealer,1,0,32900
CR-70641,2026-05-04,Jeddah,Chevrolet,Malibu,2024,47951.0,Petrol,Automatic,2.0,1,0,Excellent,White,Private,0,0,69200
CR-70642,2026-07-14,Dammam,Toyota,Land Cruiser,2015,204368.0,Petrol,Automatic,3.5,1,1,Excellent,Black,Dealer,0,0,95200
CR-70643,2026-04-19,Tabuk,Mazda,CX-5,2019,150295.0,Petrol,Manual,2.0,4,1,Good,White,Private,0,12,30100
CR-70644,2026-05-22,Makkah,Nissan,Patrol,2015,209420.0,Hybrid,Automatic,4.0,2,0,Good,Silver,Auction,1,0,84200
CR-70645,2026-05-16,Makkah,Chevrolet,Tahoe,2021,109703.0,Petrol,Automatic,5.3,1,0,Excellent,Gray,Private,1,6,181500
CR-70646,2026-06-08,Jeddah,BMW,5 Series,2025,44398.0,Petrol,Automatic,3.0,1,0,Excellent,White,Private,1,6,253700
CR-70647,2026-07-27,Madinah,Nissan,Altima,2022,77908.0,Petrol,Automatic,2.0,1,0,Good,Black,Auction,1,24,55400
CR-70648,2026-06-09,Jeddah,Toyota,Camry,2017,168735.0,Hybrid,Automatic,2.0,1,0,Good,Silver,Dealer,0,0,56500
CR-70649,2026-05-30,Jeddah,Kia,Cerato,2017,164634.0,Petrol,Automatic,1.6,2,0,Excellent,White,Dealer,1,24,32900
CR-70650,2026-05-29,Riyadh,Hyundai,Elantra,2019,135921.0,Petrol,Automatic,1.6,4,0,Excellent,Black,Private,1,0,29400
CR-70651,2026-05-23,Dammam,Hyundai,Elantra,2022,71857.0,Petrol,Automatic,2.0,1,0,Excellent,Black,Dealer,1,12,55700
CR-70652,2026-07-12,Khobar,Honda,Accord,2022,84746.0,Hybrid,Automatic,2.0,2,0,Excellent,Blue,Private,1,6,77000
CR-70653,2026-07-10,Riyadh,Hyundai,Tucson,2018,157060.0,Petrol,Automatic,2.5,2,0,Good,White,Private,1,12,43200
CR-70654,2026-07-08,Abha,Chevrolet,Malibu,2025,18374.0,Petrol,Automatic,2.0,1,0,Excellent,Black,Private,1,6,77800
CR-70655,2026-06-24,Dammam,Toyota,Hilux,2023,,Petrol,Automatic,2.4,1,0,Good,White,Dealer,1,12,109800
CR-70656,2026-07-19,Riyadh,Hyundai,Sonata,2016,163690.0,Petrol,Automatic,2.0,2,0,Excellent,Blue,Dealer,1,6,35000
CR-70657,2026-05-02,Khobar,Mercedes-Benz,E-Class,2024,32897.0,Petrol,Automatic,2.0,2,0,Excellent,Blue,Private,0,12,249000
CR-70658,2026-04-26,Madinah,Hyundai,Tucson,2023,66041.0,Petrol,Manual,1.6,1,0,Good,Silver,Dealer,1,24,83200
CR-70659,2026-04-10,Khobar,Nissan,Altima,2013,235748.0,Diesel,Manual,2.5,3,0,Good,White,Private,1,0,18000
CR-70660,2026-07-04,Riyadh,Kia,Cerato,2015,205042.0,Petrol,Automatic,1.6,1,0,Good,Gray,Private,0,0,20200
CR-70661,2026-06-29,Riyadh,Chevrolet,Tahoe,2022,69553.0,Petrol,Automatic,5.3,1,0,Good,Silver,Private,1,24,214200
CR-70662,2026-05-27,Madinah,Chevrolet,Malibu,2016,182305.0,Petrol,Automatic,1.5,2,0,Excellent,White,Private,0,0,24300
CR-70663,2026-07-14,Dammam,Mazda,CX-5,2012,283321.0,Petrol,Automatic,2.5,1,0,Fair,Silver,Private,1,12,19400
CR-70664,2026-07-12,Abha,Nissan,Patrol,2018,175040.0,Diesel,Automatic,4.0,2,1,Excellent,,Dealer,1,0,106100
CR-70665,2026-04-26,Tabuk,BMW,5 Series,2025,18598.0,Petrol,Automatic,3.0,1,0,Excellent,Gray,Dealer,0,0,260600
CR-70666,2026-05-19,Dammam,Toyota,Land Cruiser,2024,35202.0,Petrol,Automatic,3.5,1,0,Good,White,Dealer,0,12,303900
CR-70667,2026-05-29,Dammam,Nissan,Altima,2017,175333.0,Petrol,Manual,2.0,2,0,Good,Red,Private,1,0,28900
CR-70668,2026-07-12,Abha,Honda,Civic,2019,135689.0,Petrol,Automatic,1.5,2,0,Good,Black,Private,0,24,32100
CR-70669,2026-06-02,Jeddah,Kia,Sportage,2022,73594.0,Hybrid,Automatic,2.0,1,0,Good,White,Dealer,0,6,85700
CR-70670,2026-06-29,Abha,Toyota,Camry,2017,175594.0,Petrol,Automatic,2.0,1,0,Fair,Gray,Private,1,12,38900
CR-70671,2026-06-08,Makkah,Hyundai,Tucson,2013,243673.0,Petrol,Automatic,2.0,3,0,Good,White,Dealer,0,12,23300
CR-70672,2026-06-30,Abha,Toyota,Hilux,2021,91794.0,Petrol,Manual,2.4,2,1,Excellent,Black,Dealer,1,12,65500
CR-70673,2026-06-06,Jeddah,Mazda,CX-5,2024,52508.0,Petrol,Automatic,2.5,3,0,Excellent,Black,Dealer,1,12,98300
CR-70674,2026-06-24,Abha,Mazda,CX-5,2019,128209.0,Petrol,Automatic,2.5,2,0,Fair,Silver,Dealer,1,0,49600
CR-70675,2026-05-25,Tabuk,Honda,Civic,2015,190130.0,Petrol,Automatic,2.0,2,0,Excellent,Silver,Dealer,0,0,23000
CR-70676,2026-04-28,Makkah,Mazda,CX-5,2017,174537.0,Petrol,Automatic,2.5,1,0,Good,Black,Dealer,1,0,44300
CR-70677,2026-06-02,Madinah,Chevrolet,Malibu,2024,30619.0,Petrol,Automatic,1.5,2,0,Good,,Dealer,1,0,64200
CR-70678,2026-06-19,Khobar,Nissan,Altima,2015,200258.0,Petrol,Automatic,2.0,2,0,Good,Gray,Private,1,0,22800
CR-70679,2026-07-09,Dammam,Hyundai,Tucson,2015,201729.0,Petrol,Automatic,2.5,4,0,Excellent,Red,Auction,1,24,29400
CR-70680,2026-05-19,Tabuk,Hyundai,Elantra,2023,49537.0,Petrol,Automatic,2.0,1,0,Fair,White,Dealer,1,12,48900
CR-70681,2026-07-04,Madinah,Kia,Cerato,2025,17719.0,Petrol,Automatic,1.6,3,0,Excellent,White,Dealer,1,6,73900
CR-70682,2026-05-02,Khobar,Chevrolet,Tahoe,2022,87151.0,Petrol,Automatic,5.3,2,0,Good,Gray,Private,0,12,184300
CR-70683,2026-07-06,Jeddah,Honda,Accord,2018,147172.0,Petrol,Automatic,1.5,1,0,Excellent,Black,Dealer,1,0,53600
CR-70684,2026-04-23,Jeddah,Honda,Accord,2015,192534.0,Petrol,Automatic,2.0,2,0,Good,Black,Dealer,1,0,32300
CR-70685,2026-05-14,Tabuk,Mazda,CX-5,2023,53889.0,Petrol,Manual,2.5,1,0,Good,Silver,Dealer,1,0,85700
CR-70686,2026-07-27,Dammam,Mercedes-Benz,E-Class,2014,226088.0,Petrol,Manual,3.0,1,0,Excellent,Gray,Dealer,0,24,74000
CR-70687,2026-06-28,Tabuk,Ford,Explorer,2012,271484.0,Petrol,Manual,3.0,1,1,Fair,,Dealer,1,0,26400
CR-70688,2026-05-01,Riyadh,Ford,Explorer,2025,15248.0,Petrol,Manual,3.0,2,0,Excellent,Blue,Private,0,0,163200
CR-70689,2026-05-13,Jeddah,Toyota,Land Cruiser,2012,256507.0,Petrol,Automatic,4.0,2,0,Fair,Black,Dealer,0,0,64600
CR-70690,2026-07-11,Madinah,Chevrolet,Malibu,2014,223261.0,Petrol,Automatic,1.5,1,0,Fair,Blue,Dealer,1,6,18000
CR-70691,2026-06-16,Jeddah,Toyota,Hilux,2012,251146.0,Petrol,Automatic,2.4,1,0,Good,White,Dealer,0,0,28200
CR-70692,2026-05-29,Khobar,Toyota,Land Cruiser,2024,43391.0,Petrol,Automatic,3.5,1,0,Good,Black,Dealer,1,0,319500
CR-70693,2026-04-09,Khobar,Honda,Accord,2014,233593.0,Petrol,Automatic,2.0,3,1,Good,Blue,Auction,1,0,18200
CR-70694,2026-06-19,Riyadh,Hyundai,Tucson,2024,57714.0,Petrol,Automatic,1.6,3,1,Excellent,Red,Private,0,6,67700
CR-70695,2026-06-10,Dammam,Chevrolet,Tahoe,2014,232328.0,Petrol,Automatic,5.3,2,0,Excellent,Silver,Private,0,0,65400
CR-70696,2026-05-03,Khobar,Chevrolet,Tahoe,2014,216942.0,Petrol,Automatic,6.2,1,0,Good,White,Dealer,1,0,84000
CR-70697,2026-06-07,Khobar,Mazda,CX-5,2022,73258.0,Petrol,Automatic,2.5,3,0,Good,Black,Private,1,24,75200
CR-70698,2026-05-18,Makkah,Toyota,Camry,2015,197654.0,Hybrid,Automatic,2.0,4,0,Excellent,Silver,Dealer,1,24,39200
CR-70699,2026-05-20,Dammam,Chevrolet,Malibu,2020,112781.0,Petrol,Automatic,1.5,1,1,Good,White,Dealer,1,0,36900
CR-70700,2026-07-03,Dammam,Hyundai,Sonata,2022,77592.0,Hybrid,Automatic,2.0,1,0,Good,Black,Dealer,0,0,70900
CR-70701,2026-05-05,Khobar,Hyundai,Sonata,2018,164181.0,Petrol,Automatic,2.0,1,0,Good,Black,Dealer,0,0,38100
CR-70702,2026-04-12,Madinah,Toyota,Hilux,2017,194179.0,Petrol,Automatic,2.4,1,1,Excellent,White,Private,0,24,36900
CR-70703,2026-07-10,Khobar,Nissan,Patrol,2013,263962.0,Petrol,Automatic,4.0,1,0,Excellent,Gray,Private,1,12,70900
CR-70704,2026-06-10,Dammam,BMW,5 Series,2012,,Petrol,Manual,2.0,3,0,Good,Silver,Dealer,1,0,49600
CR-70705,2026-05-19,Makkah,Toyota,Land Cruiser,2025,23115.0,Petrol,Automatic,4.0,2,0,Good,White,Private,1,0,311000
CR-70706,2026-07-11,Abha,Chevrolet,Tahoe,2017,169508.0,Hybrid,Automatic,6.2,2,0,Excellent,White,Private,0,6,108700
CR-70707,2026-05-14,Riyadh,Chevrolet,Malibu,2019,,Diesel,Automatic,2.0,1,0,Good,Blue,Private,0,0,34700
CR-70708,2026-05-19,Makkah,Hyundai,Tucson,2024,37368.0,Petrol,Automatic,2.0,1,0,Good,Black,Auction,1,6,87400
CR-70709,2026-07-04,Khobar,BMW,5 Series,2012,239131.0,Petrol,Automatic,2.0,1,0,Good,White,Dealer,1,24,63800
CR-70710,2026-04-17,Jeddah,Mercedes-Benz,E-Class,2025,22808.0,Petrol,Automatic,3.0,2,0,Good,Gray,Dealer,1,0,276700
CR-70711,2026-07-31,Khobar,Ford,Explorer,2025,35381.0,Petrol,Automatic,2.3,2,0,Fair,Blue,Dealer,1,0,149400
CR-70712,2026-06-06,Dammam,Hyundai,Tucson,2020,128183.0,Hybrid,Automatic,1.6,1,0,Good,White,Dealer,1,6,69600
CR-70713,2026-06-07,Riyadh,Toyota,Camry,2020,124856.0,Petrol,Automatic,2.0,2,0,Excellent,Silver,Private,1,0,65800
CR-70714,2026-07-20,Khobar,BMW,5 Series,2023,35469.0,Petrol,Manual,2.0,1,0,Good,Black,Dealer,0,0,197000
CR-70715,2026-04-27,Makkah,Hyundai,Sonata,2019,159359.0,Petrol,Automatic,2.5,1,0,Fair,White,Dealer,1,24,39100
CR-70716,2026-07-11,Khobar,Toyota,Corolla,2023,73252.0,Petrol,Automatic,1.8,2,0,Good,Black,Private,0,0,59000
CR-70717,2026-05-02,Dammam,Nissan,Altima,2024,33277.0,Petrol,Manual,2.0,1,0,Excellent,White,Auction,1,0,66700
CR-70718,2026-04-05,Dammam,Hyundai,Elantra,2012,247460.0,Petrol,Automatic,1.6,2,0,Fair,Gray,Dealer,1,0,18000
CR-70719,2026-05-16,Khobar,Toyota,Camry,2022,65018.0,Petrol,Automatic,2.5,2,0,Fair,White,Dealer,1,0,80400
CR-70720,2026-04-27,Abha,Hyundai,Elantra,2012,253017.0,Petrol,Automatic,2.0,1,0,Excellent,White,Dealer,1,0,18000
CR-70721,2026-07-29,Tabuk,Toyota,Hilux,2021,97455.0,Petrol,Automatic,2.4,3,0,Excellent,White,Dealer,0,0,79500
CR-70722,2026-07-04,Madinah,Mazda,CX-5,2017,172244.0,Petrol,Automatic,2.5,1,0,Fair,Brown,Dealer,1,0,39900
CR-70723,2026-06-30,Dammam,Hyundai,Tucson,2022,92942.0,Petrol,Automatic,1.6,2,1,Good,Silver,Dealer,1,0,60800
CR-70724,2026-07-25,Khobar,Nissan,Patrol,2017,160496.0,Petrol,Automatic,4.0,1,0,Good,Silver,Dealer,1,0,127500
CR-70725,2026-06-13,Makkah,Chevrolet,Tahoe,2016,195529.0,Petrol,Automatic,5.3,2,0,Excellent,Blue,Dealer,1,24,101700
CR-70726,2026-06-30,,Toyota,Land Cruiser,2012,276502.0,Petrol,Automatic,3.5,2,0,Good,Black,Dealer,0,0,71100
CR-70727,2026-07-31,Riyadh,Hyundai,Sonata,2016,,Diesel,Automatic,2.0,3,0,Good,White,Private,1,0,25600
CR-70728,2026-06-29,Jeddah,Hyundai,Sonata,2015,183291.0,Hybrid,Automatic,2.0,2,0,Good,Black,Private,1,24,29600
CR-70729,2026-06-24,Khobar,Chevrolet,Tahoe,2024,49312.0,Petrol,Automatic,5.3,2,0,Good,Gray,Auction,1,12,199800
CR-70730,2026-05-20,Dammam,Hyundai,Elantra,2013,248899.0,Petrol,Automatic,1.6,2,0,Good,Silver,Private,1,0,18000
CR-70731,2026-07-23,Madinah,Mazda,CX-5,2022,87349.0,Petrol,Automatic,2.0,1,0,Fair,Gray,Dealer,1,0,69700
CR-70732,2026-06-15,Makkah,Toyota,Camry,2019,133246.0,Hybrid,Automatic,2.0,1,0,Excellent,Blue,Dealer,0,24,69300
CR-70733,2026-07-18,Makkah,Ford,Explorer,2021,83467.0,Petrol,Automatic,3.0,2,0,Good,White,Private,1,12,117300
CR-70734,2026-04-21,Makkah,Honda,Accord,2021,65636.0,Petrol,Automatic,1.5,4,0,Good,Black,Private,1,0,63100
CR-70735,2026-07-22,Khobar,Toyota,Corolla,2016,188803.0,Petrol,Automatic,1.8,4,1,Fair,Blue,Dealer,0,24,18100
CR-70736,2026-06-25,Abha,Nissan,Patrol,2016,176699.0,Petrol,Automatic,4.0,2,0,Good,Gray,Private,1,6,96700
CR-70737,2026-07-09,Riyadh,Toyota,Land Cruiser,2024,34234.0,Diesel,Automatic,4.0,2,0,Excellent,White,Private,1,0,309100
CR-70738,2026-05-11,Dammam,Toyota,Land Cruiser,2023,52239.0,Petrol,Automatic,3.5,2,0,Good,White,Private,0,6,238700
CR-70739,2026-04-25,Dammam,Chevrolet,Malibu,2023,58820.0,Petrol,Manual,2.0,1,0,Excellent,White,Dealer,0,0,55600
CR-70740,2026-04-09,Abha,Toyota,Land Cruiser,2025,16032.0,Petrol,Automatic,4.0,3,0,Good,White,Private,1,0,297900
CR-70741,2026-07-12,,Toyota,Land Cruiser,2018,148101.0,Petrol,Automatic,4.0,1,0,Good,Silver,Dealer,1,12,168800
CR-70742,2026-04-09,Abha,Hyundai,Elantra,2018,164748.0,Petrol,Automatic,2.0,3,1,Fair,White,Dealer,0,6,19300
CR-70743,2026-07-24,Jeddah,Chevrolet,Malibu,2024,34000.0,Hybrid,Automatic,1.5,1,0,Good,Silver,Dealer,1,0,74800
CR-70744,2026-05-18,Jeddah,Nissan,Patrol,2019,157459.0,Petrol,Automatic,4.0,4,1,Fair,White,Private,1,12,84600
CR-70745,2026-05-13,Madinah,Nissan,Altima,2020,131064.0,Hybrid,Automatic,2.5,1,0,Fair,Black,Private,1,0,40100
CR-70746,2026-07-01,Tabuk,Kia,Sportage,2013,246061.0,Petrol,Automatic,1.6,1,0,Good,White,Private,0,0,19800
CR-70747,2026-04-05,Khobar,Toyota,Camry,2017,154023.0,Petrol,Automatic,2.0,1,0,Good,Black,Private,0,6,46200
CR-70748,2026-07-09,Abha,GMC,Yukon,2025,54895.0,Petrol,Automatic,6.2,1,0,Good,Silver,Dealer,1,0,268300
CR-70749,2026-05-07,Dammam,Hyundai,Sonata,2025,,Petrol,Automatic,2.5,1,0,Excellent,Silver,Dealer,1,6,99000
CR-70750,2026-04-07,Riyadh,Toyota,Camry,2023,58246.0,Petrol,Automatic,2.5,3,0,Excellent,White,Dealer,1,24,97000
CR-70751,2026-05-14,Madinah,Kia,Cerato,2020,120112.0,Petrol,Automatic,1.6,1,0,Excellent,White,Dealer,0,12,44300
CR-70752,2026-06-03,Madinah,Nissan,Patrol,2018,138558.0,Petrol,Automatic,4.0,2,0,Good,Red,Private,1,0,129500
CR-70753,2026-06-04,Dammam,Honda,Accord,2015,208164.0,Petrol,Automatic,2.0,3,0,Good,White,Dealer,0,0,30100
CR-70754,2026-05-18,Abha,Honda,Accord,2024,26211.0,Hybrid,Manual,1.5,2,0,Good,Gray,Dealer,1,24,96700
CR-70755,2026-05-02,Abha,Toyota,Camry,2016,190009.0,Petrol,Automatic,2.5,1,0,Fair,Black,Private,1,0,34200
CR-70756,2026-07-04,Jeddah,Honda,Accord,2020,123200.0,Petrol,Automatic,2.0,4,0,Good,Silver,Dealer,0,0,51900
CR-70757,2026-06-02,Jeddah,Toyota,Corolla,2014,229595.0,Petrol,Automatic,2.0,2,1,Good,White,Dealer,0,0,18000
CR-70758,2026-07-29,Madinah,BMW,5 Series,2022,87126.0,Petrol,Automatic,2.0,1,0,Good,White,Dealer,1,0,178700
CR-70759,2026-07-06,Khobar,Chevrolet,Malibu,2020,111105.0,Petrol,Automatic,2.0,3,1,Good,White,Private,1,0,32400
CR-70760,2026-05-22,Abha,Toyota,Corolla,2012,253446.0,Hybrid,Automatic,2.0,3,0,Excellent,Silver,Dealer,0,0,18000
CR-70761,2026-04-20,Khobar,Honda,Civic,2017,162271.0,Petrol,Automatic,1.5,3,0,Good,Gray,Dealer,1,6,28600
CR-70762,2026-04-12,Khobar,Mercedes-Benz,E-Class,2021,106664.0,Petrol,Automatic,2.0,2,0,Excellent,Blue,Private,1,6,169200
CR-70763,2026-07-25,Makkah,Nissan,Patrol,2019,105454.0,Petrol,Automatic,5.6,1,0,Good,White,Dealer,0,0,178600
CR-70764,2026-05-02,Khobar,GMC,Yukon,2013,241378.0,Petrol,Automatic,6.2,1,0,Good,White,Private,1,0,65700
CR-70765,2026-05-13,Jeddah,Chevrolet,Tahoe,2016,191151.0,Petrol,Automatic,6.2,2,0,Good,Black,Private,1,0,88900
CR-70766,2026-04-30,Abha,Kia,Cerato,2019,127096.0,Petrol,Automatic,1.6,3,0,Good,Silver,Private,1,0,31600
CR-70767,2026-04-21,Madinah,BMW,5 Series,2013,248051.0,Petrol,Automatic,3.0,2,0,Good,Black,Dealer,1,6,56100
